ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Children,Dt_Customer,Customer_Tenure,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,TotalPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,PreviousCampaignAcceptedTotal,CampaignAcceptedTotal,Complain,SpendPercentile,CustomerValueSegment,RetentionSegment
4148,1972,42,Graduation,Married,38988.0,1,2,3,2012-08-20,678,90,164,24,103,12,3,42,348,7,5,1,6,8,19,0,0,0,0,0,0,0,0,0,0.48104693140794225,Low Value,Loyal Customers
4947,1966,48,2n Cycle,Single,89572.0,0,0,0,2012-09-15,652,44,606,24,974,197,194,64,2059,1,7,7,9,4,24,1,0,0,1,0,1,2,3,0,0.9828519855595668,High Value,Champions
3225,1984,30,Master,Married,42207.0,1,0,1,2013-04-01,454,71,116,11,72,3,17,46,265,4,4,1,5,6,14,0,0,1,0,0,1,1,2,0,0.43704873646209386,Low Value,Low Value
7540,1952,62,Graduation,Married,50300.0,0,1,1,2014-05-25,35,52,143,15,60,24,23,5,270,2,2,1,8,2,13,0,0,0,0,0,0,0,0,0,0.44314079422382674,Low Value,Low Value
10648,1982,32,2n Cycle,Together,66664.0,0,0,0,2012-09-25,642,78,398,96,447,220,96,32,1289,1,5,7,6,3,19,0,0,0,0,0,0,0,0,0,0.8364169675090253,High Value,At-Risk High Value
1992,1964,50,Graduation,Married,60597.0,0,1,1,2014-01-01,179,2,522,0,257,32,16,66,893,4,2,2,8,7,16,1,0,0,0,0,1,1,2,0,0.6850180505415162,Mid Value,Potential Loyalists
7851,1949,65,Graduation,Widow,70165.0,0,0,0,2013-09-22,280,60,161,0,253,199,191,122,926,1,3,7,11,1,22,0,0,0,0,0,0,0,0,0,0.6992328519855595,Mid Value,Loyal Customers
8594,1958,56,PhD,Widow,50520.0,0,1,1,2014-01-28,152,25,112,0,6,2,1,14,135,2,3,1,3,6,9,0,0,0,0,0,0,0,0,0,0.35446750902527074,Low Value,Low Value
7059,1963,51,Graduation,Married,80124.0,0,0,0,2014-06-26,3,47,483,84,398,205,84,241,1495,1,3,7,8,1,19,0,0,1,0,0,0,1,1,0,0.8892148014440433,High Value,Champions
2815,1975,39,Graduation,Married,33183.0,1,0,1,2014-02-24,125,46,7,5,39,17,15,37,120,2,4,0,3,7,9,0,0,0,0,0,0,0,0,0,0.3379963898916967,Low Value,Low Value
2416,1969,45,PhD,Single,66582.0,0,0,0,2014-03-03,118,83,789,25,420,16,38,0,1288,1,2,8,9,1,20,0,0,0,0,0,0,0,0,0,0.8357400722021661,High Value,At-Risk High Value
7999,1955,59,PhD,Together,75261.0,0,0,0,2013-04-23,432,17,1239,17,413,23,34,17,1743,1,5,6,5,2,17,0,0,0,1,1,1,2,3,0,0.9462996389891697,High Value,Champions
9213,1970,44,Graduation,Widow,31880.0,1,0,1,2012-10-31,606,13,4,1,5,2,0,3,15,1,1,0,2,8,4,0,0,0,0,0,0,0,0,0,0.01601985559566787,Low Value,Low Value
9697,1951,63,Graduation,Married,53790.0,0,2,2,2014-03-06,115,86,335,42,127,28,5,5,542,3,7,2,8,6,20,0,0,0,0,0,0,0,0,0,0.5681407942238267,Mid Value,Loyal Customers
3916,1971,43,PhD,Together,49269.0,1,0,1,2012-08-15,683,92,639,8,166,11,8,58,890,3,7,3,12,7,25,0,0,0,0,0,0,0,0,0,0.6841155234657039,Mid Value,Loyal Customers
2021,1975,39,Graduation,Married,61456.0,0,1,1,2013-03-27,459,47,563,76,384,84,192,89,1388,4,6,10,13,4,33,0,0,0,0,0,0,0,0,0,0.8655234657039711,High Value,Champions
1581,1980,34,Graduation,Married,37406.0,1,0,1,2013-10-10,262,18,2,0,8,2,2,3,17,1,1,0,2,8,4,0,0,0,0,0,1,0,1,0,0.026173285198555957,Low Value,Low Value
564,1981,33,PhD,Together,56937.0,1,0,1,2012-08-04,694,81,746,8,125,11,8,8,906,7,8,6,9,6,30,0,0,0,1,0,1,1,2,0,0.6920126353790613,Mid Value,Loyal Customers
6619,1978,36,Graduation,Married,38415.0,1,1,2,2013-01-02,543,91,22,1,13,4,0,4,44,2,1,0,3,7,6,0,0,0,0,0,0,0,0,0,0.14395306859205775,Low Value,Low Value
9081,1988,26,Graduation,Single,20518.0,1,0,1,2014-05-18,42,58,4,1,6,4,1,9,25,1,1,1,2,5,5,0,0,0,0,0,0,0,0,0,0.06340252707581227,Low Value,Low Value
178,1956,58,Graduation,Married,62503.0,0,1,1,2013-02-18,496,40,478,0,193,110,75,117,973,4,8,3,11,5,26,0,0,0,0,0,0,0,0,0,0.7190884476534296,Mid Value,Potential Loyalists
916,1972,42,PhD,Single,41644.0,1,1,2,2014-05-09,51,67,20,3,4,2,0,2,31,2,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0.08596570397111913,Low Value,Low Value
5512,1977,37,Master,Married,55842.0,0,1,1,2014-05-23,37,19,451,0,39,0,4,24,518,1,7,1,8,5,17,0,0,0,0,0,0,0,0,0,0.5606949458483754,Mid Value,Potential Loyalists
8970,1972,42,PhD,Married,62010.0,0,1,1,2012-10-23,614,93,371,22,39,6,0,92,530,4,6,2,7,5,19,0,0,0,0,0,0,0,0,0,0.565658844765343,Mid Value,Loyal Customers
10581,1977,37,Graduation,Married,41124.0,1,0,1,2012-10-31,606,41,281,7,84,15,0,119,506,7,7,3,4,8,21,0,0,0,0,0,0,0,0,0,0.5573104693140795,Mid Value,Potential Loyalists
5300,1973,41,Master,Married,38961.0,1,0,1,2013-12-30,181,60,19,7,19,0,1,24,70,1,2,1,2,7,6,0,0,0,0,0,0,0,0,0,0.25541516245487367,Low Value,Low Value
5154,1972,42,Master,Divorced,37760.0,1,0,1,2013-08-11,322,54,26,3,13,2,10,0,54,1,2,0,3,6,6,0,0,0,0,0,0,0,0,0,0.19133574007220217,Low Value,Low Value
8346,1974,40,Graduation,Single,32233.0,1,0,1,2012-08-19,679,26,138,15,35,25,11,72,296,2,6,2,2,9,12,0,0,1,0,0,1,1,2,0,0.4560018050541516,Low Value,Low Value
1676,1975,39,Graduation,Married,43057.0,0,1,1,2013-10-30,242,30,213,2,44,0,2,5,266,4,4,2,5,5,15,0,0,0,0,0,0,0,0,0,0.43862815884476536,Low Value,Low Value
9286,1960,54,Master,Together,83151.0,0,0,0,2012-10-10,627,93,407,28,100,120,74,18,747,1,5,9,4,3,19,0,0,0,0,0,0,0,0,0,0.6367328519855595,Mid Value,Loyal Customers
2426,1964,50,PhD,Divorced,78825.0,0,0,0,2012-09-14,653,35,483,74,114,169,37,18,895,1,5,10,13,3,29,0,0,0,0,0,1,0,1,0,0.6861462093862816,Mid Value,Potential Loyalists
5172,1976,38,Master,Together,65104.0,0,1,1,2013-11-14,227,4,738,0,232,13,20,50,1053,2,3,5,7,7,17,0,0,0,0,0,0,0,0,0,0.7524819494584838,Mid Value,Potential Loyalists
5562,1974,40,Graduation,Married,60093.0,0,1,1,2013-06-26,368,92,502,12,109,16,6,90,735,2,7,2,10,6,21,0,0,0,0,0,0,0,0,0,0.6340252707581228,Mid Value,Loyal Customers
3436,1969,45,Graduation,Married,14045.0,1,0,1,2014-01-26,154,24,11,0,5,2,1,1,20,1,1,0,3,7,5,0,0,0,0,0,0,0,0,0,0.03813176895306859,Low Value,Low Value
3921,1952,62,2n Cycle,Widow,28457.0,0,0,0,2012-10-28,609,96,24,1,108,29,29,14,205,1,4,1,4,8,10,0,0,0,0,0,0,0,0,0,0.4038808664259928,Low Value,Low Value
3403,1958,56,PhD,Together,78952.0,0,1,1,2012-09-24,643,11,1170,19,594,99,76,134,2092,2,2,5,12,6,21,0,0,0,0,0,0,0,0,0,0.9871389891696751,High Value,Champions
22,1976,38,Graduation,Divorced,46310.0,1,0,1,2012-12-03,573,99,185,2,88,15,5,14,309,2,6,1,5,8,14,0,0,0,0,0,0,0,0,0,0.4611913357400722,Low Value,Low Value
10965,1955,59,Graduation,Together,76005.0,0,0,0,2013-02-22,492,72,983,20,389,240,50,40,1722,1,3,5,13,6,22,1,0,0,0,0,0,1,1,0,0.9408844765342961,High Value,At-Risk High Value
9426,1964,50,Master,Single,58308.0,0,1,1,2013-01-12,533,77,691,0,69,10,0,130,900,4,2,6,3,8,15,0,0,0,0,0,0,0,0,0,0.6875,Mid Value,Low Value
6605,1944,70,PhD,Divorced,55614.0,0,0,0,2013-11-27,214,85,504,13,131,8,0,26,682,1,9,4,6,7,20,0,0,0,1,0,0,1,1,0,0.6141696750902527,Mid Value,Loyal Customers
3136,1962,52,Master,Divorced,59432.0,0,1,1,2013-04-13,442,88,317,25,265,25,19,12,663,3,5,3,11,5,22,0,0,0,0,0,0,0,0,0,0.6105595667870036,Mid Value,Loyal Customers
8737,1978,36,Graduation,Divorced,55563.0,0,1,1,2014-04-05,85,22,29,1,9,2,0,2,43,1,2,0,3,3,6,0,0,0,0,0,0,0,0,0,0.13740974729241878,Low Value,Low Value
11088,1971,43,PhD,Together,78642.0,0,1,1,2013-04-21,434,83,1396,0,322,46,35,17,1816,1,4,9,4,6,18,0,0,0,0,0,0,0,0,0,0.9562274368231047,High Value,At-Risk High Value
716,1949,65,PhD,Together,67911.0,0,1,1,2014-05-22,38,63,529,0,356,63,28,0,976,3,6,7,11,3,27,0,0,0,0,0,0,0,0,0,0.7211191335740073,Mid Value,Loyal Customers
466,1944,70,Graduation,Married,65275.0,0,0,0,2013-04-03,452,9,388,14,218,91,14,21,746,1,4,3,13,2,21,0,0,0,0,0,0,0,0,0,0.6356046931407943,Mid Value,Potential Loyalists
9135,1950,64,Graduation,Together,27203.0,1,1,2,2012-08-06,692,92,13,2,21,4,0,24,64,2,1,1,2,8,6,0,0,0,0,0,0,0,0,0,0.2328519855595668,Low Value,Low Value
10623,1961,53,Master,Together,48330.0,0,1,1,2013-11-15,226,2,28,0,4,0,0,0,32,1,1,0,3,5,5,0,0,0,0,0,0,0,0,0,0.09070397111913357,Low Value,Low Value
8151,1990,24,Basic,Married,24279.0,0,0,0,2012-12-29,547,6,16,36,21,20,62,108,263,1,4,1,3,8,9,0,0,0,0,0,0,0,0,0,0.4338898916967509,Low Value,Low Value
5140,1985,29,PhD,Married,64355.0,1,0,1,2012-08-24,674,66,1047,0,140,67,38,153,1445,2,4,3,12,8,21,0,0,0,0,0,0,0,0,0,0.8777075812274369,High Value,At-Risk High Value
10160,1956,58,Master,Together,50943.0,0,1,1,2013-06-21,373,49,31,0,7,2,0,6,46,1,1,0,3,5,5,0,0,0,0,0,0,0,0,0,0.15681407942238268,Low Value,Low Value
4945,1953,61,Graduation,Widow,53653.0,0,0,0,2012-11-07,599,29,815,10,239,28,10,108,1210,2,10,4,12,6,28,0,0,0,0,0,0,0,0,0,0.8140794223826715,High Value,Champions
10584,1976,38,Graduation,Married,65665.0,0,1,1,2013-12-02,209,77,225,162,387,106,36,29,945,1,5,10,8,3,24,0,0,0,0,0,0,0,0,0,0.7075812274368231,Mid Value,Loyal Customers
6071,1989,25,Graduation,Single,81217.0,0,0,0,2013-07-19,345,77,493,70,324,146,40,84,1157,1,3,7,11,1,22,0,0,0,0,0,0,0,0,0,0.7919675090252708,Mid Value,Loyal Customers
3386,1992,22,Graduation,Married,34935.0,0,0,0,2013-06-21,373,71,34,4,66,3,10,20,137,1,2,1,4,7,8,0,0,0,0,0,0,0,0,0,0.3564981949458484,Low Value,Low Value
8939,1959,55,Graduation,Divorced,61250.0,0,1,1,2012-12-16,560,49,382,138,65,60,26,59,730,6,5,2,12,5,25,0,0,0,0,0,0,0,0,0,0.6297382671480144,Mid Value,Potential Loyalists
9925,1981,33,PhD,Together,39665.0,1,0,1,2013-05-25,400,97,127,1,56,0,1,31,216,3,4,2,3,7,12,0,0,1,0,0,0,1,1,0,0.41064981949458484,Low Value,Low Value
4320,1979,35,Graduation,Single,60152.0,0,1,1,2013-03-28,458,6,325,83,300,86,58,91,943,1,6,4,12,3,23,0,0,0,0,0,0,0,0,0,0.706904332129964,Mid Value,Potential Loyalists
5389,1964,50,Graduation,Married,48920.0,0,2,2,2013-10-20,252,93,238,17,68,8,10,6,347,3,6,2,5,7,16,0,0,0,1,0,0,1,1,0,0.4805956678700361,Low Value,Low Value
6036,1959,55,Master,Together,89120.0,0,0,0,2014-03-17,104,78,1168,92,408,72,129,55,1924,1,5,6,7,1,19,0,0,0,0,1,0,1,1,0,0.9711191335740073,High Value,At-Risk High Value
182,1946,68,PhD,Together,44124.0,0,1,1,2013-05-11,414,62,284,0,55,0,6,52,397,4,6,2,5,8,17,0,0,0,0,0,0,0,0,0,0.5009025270758123,Mid Value,Loyal Customers
203,1975,39,Master,Single,81169.0,0,0,0,2013-04-14,441,47,1288,20,613,80,61,27,2089,1,5,7,9,2,22,0,0,0,0,0,0,0,0,0,0.9860108303249098,High Value,Champions
11025,1961,53,Graduation,Married,36443.0,1,1,2,2013-02-03,511,9,65,0,46,4,3,20,138,4,3,1,3,8,11,0,0,0,0,0,0,0,0,0,0.35875451263537905,Low Value,Low Value
10203,1990,24,Graduation,Single,26095.0,1,0,1,2013-06-30,364,77,11,7,9,3,1,11,42,1,1,0,3,7,5,0,0,0,0,0,0,0,0,0,0.13199458483754511,Low Value,Low Value
4607,1959,55,Graduation,Together,71367.0,0,0,0,2013-08-23,310,24,227,23,389,42,21,75,777,1,4,5,7,2,17,0,0,0,0,0,0,0,0,0,0.6455324909747292,Mid Value,Potential Loyalists
3711,1944,70,Master,Married,80184.0,0,0,0,2014-03-01,120,19,1035,134,670,25,38,0,1902,1,6,3,10,3,20,1,0,0,0,1,0,2,2,0,0.9661552346570397,High Value,Champions
3696,1965,49,Graduation,Divorced,30630.0,1,1,2,2014-01-27,153,67,27,1,12,2,0,10,52,2,2,0,3,7,7,0,0,0,0,0,0,0,0,0,0.18343862815884476,Low Value,Low Value
2532,1987,27,Master,Single,73454.0,0,0,0,2014-03-01,120,95,982,73,351,56,14,175,1651,1,2,4,6,5,13,0,0,1,0,0,0,1,1,0,0.9268953068592057,High Value,At-Risk High Value
9214,1991,23,Graduation,Married,42691.0,0,0,0,2013-08-16,317,48,179,2,64,38,17,58,358,1,5,1,6,5,13,0,0,0,0,0,0,0,0,0,0.48443140794223827,Low Value,Low Value
4943,1953,61,Graduation,Married,70503.0,0,0,0,2012-09-30,637,73,1379,33,216,0,33,66,1727,1,2,4,9,6,16,0,0,0,1,1,0,2,2,0,0.9429151624548736,High Value,At-Risk High Value
35,1987,27,Graduation,Married,25545.0,1,0,1,2012-09-08,659,35,32,1,64,16,12,85,210,3,2,2,3,6,10,0,0,0,0,0,1,0,1,0,0.4065884476534296,Low Value,Low Value
2258,1986,28,Graduation,Married,32880.0,1,0,1,2012-12-04,572,76,8,4,15,7,6,2,42,1,1,0,3,8,5,0,0,0,0,0,0,0,0,0,0.13199458483754511,Low Value,Low Value
4322,1958,56,PhD,Together,77863.0,0,0,0,2013-11-27,214,20,881,38,319,16,25,12,1291,1,4,5,10,2,20,0,0,0,0,0,0,0,0,0,0.8370938628158845,High Value,Champions
713,1977,37,Master,Married,50353.0,0,0,0,2014-06-08,21,72,141,15,153,67,31,35,442,1,4,4,6,3,15,0,0,0,0,0,0,0,0,0,0.5279783393501805,Mid Value,Low Value
4702,1964,50,Graduation,Single,61839.0,0,0,0,2012-08-12,686,20,1000,155,379,224,17,120,1895,1,4,8,4,8,17,0,0,0,0,0,0,0,0,0,0.9648014440433214,High Value,Champions
3281,1960,54,PhD,Married,49154.0,1,1,2,2013-11-03,238,69,206,10,67,30,27,71,411,6,4,1,8,6,19,0,0,0,0,0,0,0,0,0,0.5106046931407943,Mid Value,Loyal Customers
702,1975,39,2n Cycle,Widow,47682.0,0,1,1,2013-02-15,499,80,162,61,83,97,57,61,521,4,4,3,8,5,19,0,0,0,0,0,0,0,0,0,0.5620487364620939,Mid Value,Loyal Customers
2004,1969,45,Graduation,Single,72679.0,0,1,1,2013-09-18,284,65,619,54,260,127,54,54,1168,1,4,7,5,1,17,0,0,0,0,0,0,0,0,0,0.7958032490974729,Mid Value,Loyal Customers
4769,1977,37,Master,Together,57954.0,1,1,2,2014-06-18,11,52,456,4,24,0,0,9,493,7,8,2,6,7,23,0,0,0,1,0,0,1,1,0,0.5509927797833934,Mid Value,Potential Loyalists
4437,1962,52,Graduation,Married,65316.0,1,1,2,2013-04-24,431,65,112,6,92,3,9,38,260,2,3,2,5,4,12,0,0,0,0,0,0,0,0,0,0.43276173285198555,Low Value,Low Value
8724,1982,32,Graduation,Single,28567.0,1,0,1,2013-06-17,377,57,11,3,22,2,2,6,46,2,2,0,3,6,7,0,0,0,0,0,0,0,0,0,0.15681407942238268,Low Value,Low Value
10741,1951,63,Master,Together,47352.0,0,1,1,2013-04-11,444,70,172,12,112,8,0,15,319,4,6,1,5,7,16,0,0,0,0,0,0,0,0,0,0.4717960288808664,Low Value,Low Value
1991,1967,47,Graduation,Together,44931.0,0,1,1,2014-01-18,162,0,78,0,11,0,0,7,96,1,2,1,3,5,7,0,0,0,0,0,0,0,0,0,0.31227436823104693,Low Value,Low Value
6931,1967,47,Graduation,Divorced,76982.0,0,0,0,2014-02-15,134,19,464,151,292,65,60,30,1062,1,8,3,4,4,16,0,0,0,0,1,1,1,2,0,0.7538357400722022,Mid Value,Potential Loyalists
11096,1952,62,2n Cycle,Together,57247.0,0,1,1,2013-08-08,325,50,99,4,32,37,54,6,232,2,2,1,7,2,12,0,0,0,0,0,0,0,0,0,0.4187725631768953,Low Value,Low Value
304,1981,33,Master,Single,22944.0,1,0,1,2013-12-23,188,67,19,3,19,4,5,26,76,3,3,0,3,7,9,0,0,0,0,0,0,0,0,0,0.27120938628158847,Low Value,Low Value
3665,1977,37,2n Cycle,Together,25315.0,1,0,1,2013-11-07,234,46,1,9,8,11,3,22,54,3,3,0,3,8,9,0,0,0,0,0,0,0,0,0,0.19133574007220217,Low Value,Low Value
10591,1969,45,Graduation,Widow,43638.0,0,1,1,2012-08-06,692,37,63,10,83,7,19,19,201,2,4,1,4,7,11,0,0,0,0,0,0,0,0,0,0.4029783393501805,Low Value,Low Value
5036,1984,30,PhD,Single,42710.0,1,0,1,2012-11-28,578,38,252,3,42,4,3,102,406,2,4,5,3,6,14,0,0,0,0,0,0,0,0,0,0.5074458483754513,Mid Value,Potential Loyalists
5547,1982,32,PhD,Married,84169.0,0,0,0,2013-08-07,326,9,1478,19,403,0,19,0,1919,1,7,6,6,3,20,0,0,0,1,1,1,2,3,0,0.9688628158844765,High Value,Champions
7822,1976,38,Graduation,Together,54058.0,0,1,1,2013-06-04,390,56,198,18,252,32,108,54,662,2,4,6,8,3,20,0,0,0,0,0,0,0,0,0,0.6098826714801444,Mid Value,Potential Loyalists
8541,1990,24,2n Cycle,Married,24683.0,1,0,1,2014-03-08,113,98,8,4,10,6,7,6,41,2,2,0,4,5,8,0,0,0,0,0,0,0,0,0,0.1272563176895307,Low Value,Low Value
10955,1964,50,Graduation,Widow,85620.0,0,0,0,2014-01-07,173,68,416,46,925,60,107,46,1600,1,3,6,4,1,14,0,0,0,0,0,1,0,1,0,0.9158393501805054,High Value,At-Risk High Value
4368,1980,34,Graduation,Married,47850.0,1,0,1,2013-12-03,208,72,42,7,43,20,12,10,134,1,3,0,4,6,8,0,0,0,0,0,0,0,0,0,0.35333935018050544,Low Value,Low Value
9671,1968,46,Graduation,Married,19514.0,1,1,2,2014-01-26,154,47,14,3,21,2,1,28,69,4,3,1,2,8,10,0,0,1,0,0,1,1,2,0,0.2518050541516246,Low Value,Low Value
2256,1973,41,Master,Married,27159.0,1,1,2,2014-03-29,92,33,17,0,3,0,0,1,21,2,1,0,3,6,6,0,0,0,0,0,0,0,0,0,0.0430956678700361,Low Value,Low Value
4279,1963,51,2n Cycle,Single,39548.0,1,1,2,2014-03-31,90,87,15,4,10,3,4,18,54,2,1,1,3,3,7,0,0,0,0,0,0,0,0,0,0.19133574007220217,Low Value,Low Value
5371,1989,25,Graduation,Single,21474.0,1,0,1,2014-04-08,82,0,6,16,24,11,0,34,91,2,3,1,2,7,8,0,0,1,0,0,1,1,2,0,0.3009927797833935,Low Value,Low Value
9240,1971,43,PhD,Single,60504.0,0,1,1,2014-02-07,142,73,458,0,24,6,4,34,526,2,6,2,8,6,18,0,0,0,0,0,0,0,0,0,0.5636281588447654,Mid Value,Loyal Customers
9460,1963,51,Graduation,Married,22419.0,0,0,0,2013-04-18,437,74,30,3,47,19,21,42,162,1,3,2,2,8,8,0,0,0,0,0,0,0,0,0,0.37612815884476536,Low Value,Low Value
9504,1949,65,Master,Married,81698.0,0,0,0,2013-11-06,235,4,179,28,520,111,123,47,1008,1,3,8,13,1,25,0,0,0,0,0,1,0,1,0,0.7353339350180506,Mid Value,Potential Loyalists
8692,1952,62,Graduation,Together,43462.0,1,1,2,2012-09-12,655,50,90,17,97,15,6,15,240,6,4,1,5,8,16,0,0,0,0,0,0,0,0,0,0.42396209386281586,Low Value,Low Value
448,1978,36,PhD,Single,54880.0,1,0,1,2013-03-01,485,57,308,85,137,102,45,118,795,2,6,2,11,5,21,0,0,0,0,0,0,0,0,0,0.6520758122743683,Mid Value,Potential Loyalists
8314,1982,32,Graduation,Married,79908.0,0,0,0,2013-04-05,450,30,557,129,761,29,185,111,1772,1,5,6,7,2,19,0,0,0,0,1,0,1,1,0,0.9494584837545126,High Value,Champions
8420,1970,44,2n Cycle,Married,15315.0,0,0,0,2013-08-03,330,27,7,4,13,15,8,17,64,2,2,0,4,5,8,0,0,0,0,0,0,0,0,0,0.2328519855595668,Low Value,Low Value
3174,1959,55,Graduation,Together,87771.0,0,1,1,2013-05-22,403,61,1492,38,287,50,57,33,1957,1,5,10,4,6,20,1,1,0,1,1,1,4,5,0,0.9747292418772563,High Value,At-Risk High Value
7685,1978,36,Graduation,Married,33039.0,1,0,1,2013-09-09,293,4,30,8,12,8,8,12,78,1,2,0,4,5,7,0,0,0,0,0,0,0,0,0,0.276398916967509,Low Value,Low Value
3179,1980,34,Graduation,Single,81741.0,0,0,0,2013-06-16,378,75,249,153,940,58,134,38,1572,0,6,6,7,2,19,0,0,0,0,0,0,0,0,0,0.9063628158844765,High Value,At-Risk High Value
9780,1971,43,Master,Together,71499.0,0,1,1,2013-06-25,369,12,465,25,132,136,0,37,795,2,8,3,13,4,26,0,0,0,0,0,0,0,0,0,0.6520758122743683,Mid Value,Potential Loyalists
10681,1970,44,2n Cycle,Married,62466.0,0,1,1,2014-01-15,165,13,129,129,259,168,121,83,889,5,6,3,12,4,26,0,0,0,0,0,0,0,0,0,0.6834386281588448,Mid Value,Potential Loyalists
10232,1963,51,PhD,Divorced,48799.0,0,1,1,2013-11-05,236,9,174,18,81,28,6,24,331,3,3,2,7,3,15,0,0,0,0,0,0,0,0,0,0.47675992779783394,Low Value,Low Value
4184,1950,64,PhD,Together,52157.0,0,1,1,2014-06-07,22,48,189,2,29,3,2,40,265,2,3,2,5,4,12,0,0,0,0,0,0,0,0,0,0.43704873646209386,Low Value,Low Value
9120,1962,52,Graduation,Single,66565.0,0,1,1,2012-12-05,571,80,747,10,161,65,40,42,1065,4,4,2,9,8,19,0,0,0,0,0,0,0,0,0,0.7560920577617328,Mid Value,Loyal Customers
891,1951,63,Master,Together,29298.0,1,1,2,2013-09-07,295,60,6,0,2,2,0,1,11,1,1,0,2,5,4,0,0,0,0,0,0,0,0,0,0.007671480144404332,Low Value,Low Value
10381,1979,35,Graduation,Single,47691.0,0,1,1,2013-07-05,359,43,14,0,3,0,0,4,21,1,1,0,2,6,4,0,0,0,0,0,0,0,0,0,0.0430956678700361,Low Value,Low Value
3525,1970,44,Graduation,Together,38200.0,1,1,2,2012-12-07,569,19,12,0,4,0,0,1,17,1,1,0,2,7,4,0,0,0,0,0,0,0,0,0,0.026173285198555957,Low Value,Low Value
6818,1974,40,Graduation,Married,44989.0,0,1,1,2012-09-12,655,26,98,0,106,49,10,106,369,5,5,1,5,6,16,0,0,0,0,0,0,0,0,0,0.4893953068592058,Low Value,Low Value
3526,1968,46,PhD,Married,38443.0,1,1,2,2014-01-27,153,58,32,0,5,0,0,1,38,2,1,0,3,7,6,0,0,0,0,0,0,0,0,0,0.11529783393501805,Low Value,Low Value
8181,1978,36,2n Cycle,Single,38593.0,1,0,1,2013-09-13,289,42,51,12,49,17,24,24,177,3,4,1,3,8,11,0,0,0,0,0,0,0,0,0,0.3871841155234657,Low Value,Low Value
1029,1970,44,PhD,Together,64413.0,0,1,1,2013-08-01,332,27,200,5,44,0,10,20,279,1,5,1,5,5,12,0,0,0,0,0,0,0,0,0,0.45013537906137185,Low Value,Low Value
7369,1981,33,Master,Married,36959.0,1,0,1,2013-10-02,270,56,25,6,25,6,0,0,62,2,2,0,3,8,7,0,0,0,0,0,0,0,0,0,0.22382671480144403,Low Value,Low Value
2574,1977,37,PhD,Married,61996.0,0,1,1,2013-01-31,514,27,1050,12,144,0,0,24,1230,3,6,4,8,5,21,1,1,0,1,0,1,3,4,0,0.8206227436823105,High Value,Champions
8159,1968,46,Graduation,Married,51287.0,1,1,2,2014-04-01,89,10,117,0,22,13,0,30,182,3,4,1,3,7,11,0,0,0,0,0,0,0,0,0,0.3901173285198556,Low Value,Low Value
1160,1970,44,Graduation,Married,13260.0,1,1,2,2013-08-23,310,48,9,4,17,10,2,7,49,4,3,0,3,8,10,0,0,0,0,0,0,0,0,0,0.17373646209386281,Low Value,Low Value
10242,1966,48,PhD,Together,47472.0,1,1,2,2013-09-16,286,39,56,0,11,0,0,8,75,2,2,0,4,5,8,0,0,0,0,0,0,0,0,0,0.26827617328519854,Low Value,Low Value
5253,1956,58,Master,Together,54603.0,1,1,2,2013-07-09,355,85,145,13,46,17,2,4,227,6,4,2,4,7,16,0,0,0,0,0,0,0,0,0,0.4165162454873646,Low Value,Low Value
5966,1974,40,PhD,Married,45207.0,1,1,2,2012-11-10,596,64,203,0,10,0,0,2,215,5,3,1,6,6,15,0,0,0,1,0,0,1,1,0,0.40997292418772563,Low Value,Low Value
5314,1951,63,Graduation,Together,40689.0,0,1,1,2013-03-18,468,69,270,3,27,39,6,99,444,7,7,1,5,8,20,0,0,0,0,0,0,0,0,0,0.5300090252707581,Mid Value,Loyal Customers
5081,1967,47,2n Cycle,Together,47821.0,1,1,2,2013-10-20,252,54,9,0,16,6,6,10,47,1,1,0,3,8,5,0,0,0,0,0,0,0,0,0,0.16290613718411553,Low Value,Low Value
5123,1951,63,Master,Married,27450.0,0,0,0,2013-04-15,440,57,37,12,23,8,11,52,143,1,2,1,3,7,7,0,0,0,0,0,0,0,0,0,0.36236462093862815,Low Value,Low Value
5756,1983,31,Graduation,Together,39453.0,1,0,1,2014-04-03,87,64,46,0,7,0,0,2,55,2,2,0,3,6,7,0,0,0,0,0,0,0,0,0,0.1976534296028881,Low Value,Low Value
8036,1971,43,2n Cycle,Together,26850.0,1,1,2,2014-04-18,72,10,31,1,13,7,2,9,63,4,2,1,4,4,11,0,0,0,0,0,0,0,0,0,0.22856498194945848,Low Value,Low Value
9058,1955,59,Graduation,Widow,79800.0,0,0,0,2012-09-23,644,65,1060,21,530,32,0,224,1867,1,5,11,5,3,22,1,0,1,0,1,1,3,4,0,0.9625451263537906,High Value,At-Risk High Value
5057,1961,53,Master,Married,61794.0,0,1,1,2013-09-14,288,74,264,47,188,54,47,11,611,2,4,4,10,2,20,0,0,0,0,0,0,0,0,0,0.5938628158844765,Mid Value,Loyal Customers
