customer_id,age,balance,job_type,marital_status,education_level,contact_type,num_transactions,avg_transaction_value,churn
854,49,7447,white_collar,single,secondary,phone,39,497.24,0
855,51,1108,white_collar,married,tertiary,email,7,125.42,1
856,45,3883,white_collar,divorced,tertiary,email,42,127.2,0
857,48,4398,blue_collar,divorced,secondary,email,44,346.53,0
858,25,4768,blue_collar,married,primary,sms,27,431.09,0
859,56,2152,entrepreneur,married,primary,phone,23,199.66,0
860,43,1816,entrepreneur,single,primary,sms,38,439.05,1
861,51,410,entrepreneur,married,tertiary,email,20,176.67,0
862,20,14491,entrepreneur,divorced,secondary,sms,27,106.54,0
863,67,1360,student,single,primary,sms,8,171.52,1
864,29,13257,white_collar,married,tertiary,sms,37,308.58,0
865,18,11560,student,single,secondary,phone,3,189.9,1
866,61,17068,student,single,primary,sms,2,339.72,1
867,22,14111,student,single,primary,sms,22,126.1,0
868,47,2966,student,single,secondary,sms,6,353.49,1
869,47,14465,white_collar,married,tertiary,sms,39,180.24,0
870,34,5998,student,divorced,tertiary,sms,40,233.38,0
871,65,18495,entrepreneur,divorced,primary,sms,36,283.3,0
872,64,6351,blue_collar,married,secondary,sms,44,346.25,0
873,40,5039,entrepreneur,divorced,tertiary,email,24,126.97,0
874,32,4106,blue_collar,single,secondary,sms,12,419.61,1
875,54,1725,entrepreneur,single,secondary,sms,17,363.7,1
876,38,11056,entrepreneur,single,primary,phone,22,124.71,0
877,31,17374,blue_collar,married,secondary,email,19,487.74,0
878,19,6178,white_collar,single,secondary,sms,9,335.75,1
879,28,9023,student,single,secondary,phone,12,231.69,0
880,68,4061,entrepreneur,married,tertiary,sms,32,87.19,0
881,56,18988,white_collar,single,primary,sms,31,271.28,0
882,55,8906,student,single,primary,sms,17,90.74,0
883,51,18203,white_collar,divorced,secondary,sms,23,220.45,0
884,55,13658,white_collar,married,secondary,sms,10,210.27,0
885,67,6786,student,single,tertiary,phone,30,362.77,0
886,51,1687,entrepreneur,single,primary,sms,19,104.27,1
887,35,9903,white_collar,single,tertiary,phone,26,412.72,0
888,47,17380,entrepreneur,single,primary,sms,26,169.8,0
889,32,10450,entrepreneur,divorced,tertiary,phone,11,227.55,0
890,44,18916,entrepreneur,divorced,secondary,email,20,388.45,0
891,68,11554,student,divorced,tertiary,sms,45,316.44,0
892,51,15949,blue_collar,divorced,secondary,email,4,160.93,0
893,69,6937,entrepreneur,married,primary,email,47,199.24,0
894,55,1549,blue_collar,single,primary,email,12,159.84,1
895,50,5554,blue_collar,divorced,secondary,sms,25,301.44,0
896,41,9524,white_collar,single,primary,email,10,172.99,0
897,32,4217,entrepreneur,married,tertiary,phone,22,365.59,0
898,47,8969,entrepreneur,single,secondary,sms,7,294.1,1
899,59,10950,entrepreneur,single,primary,email,24,81.4,0
900,68,18512,blue_collar,divorced,tertiary,sms,2,162.03,0
901,34,14443,student,divorced,tertiary,email,32,118.51,0
902,22,6945,blue_collar,married,primary,phone,21,201.25,0
903,46,4724,entrepreneur,single,primary,sms,7,262.83,1
904,21,8948,entrepreneur,divorced,tertiary,sms,8,258.31,0
905,27,16649,entrepreneur,divorced,secondary,email,38,379.72,0
906,34,13236,blue_collar,divorced,primary,phone,21,102.69,0
907,27,689,entrepreneur,married,primary,sms,8,473.77,1
908,34,19305,white_collar,single,secondary,email,25,177.99,0
909,37,6609,entrepreneur,divorced,secondary,phone,28,157.12,0
910,41,7793,student,single,primary,phone,28,345.74,0
911,22,9554,white_collar,married,secondary,phone,31,404.7,0
912,51,16555,entrepreneur,single,tertiary,phone,36,195.45,0
913,23,11808,white_collar,divorced,tertiary,sms,25,375.96,0
914,19,13042,entrepreneur,single,tertiary,sms,41,443.03,0
915,30,16752,student,single,primary,phone,37,385.73,0
916,60,10068,entrepreneur,married,secondary,email,38,26.76,0
917,60,2562,white_collar,married,tertiary,email,12,415.41,0
918,65,9560,student,single,secondary,phone,37,389.5,0
919,28,1115,blue_collar,single,tertiary,phone,37,337.95,1
920,68,9375,student,single,secondary,email,31,382.41,0
921,64,13369,student,married,tertiary,phone,18,489.92,0
922,40,506,student,married,tertiary,phone,26,221.25,0
923,33,7484,white_collar,single,tertiary,sms,6,42.94,1
924,48,11368,student,married,tertiary,sms,9,235.84,0
925,28,17469,entrepreneur,divorced,tertiary,phone,11,32.75,0
926,33,11895,student,married,tertiary,phone,31,154.18,0
927,25,4585,student,married,tertiary,sms,46,297.57,0
928,21,9001,entrepreneur,married,tertiary,phone,2,161.72,0
929,57,2718,entrepreneur,divorced,tertiary,sms,29,345.84,0
930,21,9703,blue_collar,divorced,secondary,sms,46,412.77,0
931,42,7028,student,divorced,secondary,email,42,216.02,0
932,20,5468,white_collar,single,primary,sms,5,451.07,1
933,49,4721,student,single,tertiary,email,23,49.12,1
934,20,14819,student,divorced,secondary,email,36,421.66,0
935,44,11226,entrepreneur,single,secondary,sms,7,416.0,1
936,46,7666,blue_collar,single,secondary,phone,13,167.78,0
937,49,12406,student,single,secondary,sms,42,156.37,0
938,67,15186,white_collar,divorced,secondary,email,10,159.5,0
939,68,17487,student,married,secondary,sms,36,407.58,0
940,36,18950,white_collar,divorced,primary,sms,16,417.51,0
941,38,18423,entrepreneur,divorced,secondary,email,15,171.56,0
942,22,18119,blue_collar,single,primary,sms,43,300.37,0
943,35,9990,student,single,primary,sms,19,78.08,0
944,45,8195,blue_collar,married,tertiary,email,21,239.7,0
945,59,12819,student,married,tertiary,phone,35,499.41,0
946,39,10383,white_collar,married,tertiary,email,15,87.83,0
947,38,18379,blue_collar,married,secondary,email,48,474.31,0
948,23,14331,student,divorced,tertiary,sms,14,413.88,0
949,18,14798,entrepreneur,married,secondary,email,29,486.39,0
950,22,17557,white_collar,divorced,secondary,sms,5,97.99,0
951,58,5284,blue_collar,single,tertiary,sms,49,114.62,0
952,29,2502,student,married,tertiary,sms,18,18.26,0
953,43,4995,blue_collar,single,primary,email,1,365.1,1
954,63,11504,student,single,primary,email,27,325.61,0
955,51,15261,white_collar,divorced,secondary,sms,27,97.25,0
956,66,9443,entrepreneur,married,secondary,phone,25,397.66,0
957,31,10737,white_collar,divorced,tertiary,phone,41,156.61,0
958,43,2056,blue_collar,single,tertiary,email,21,76.15,1
959,62,7123,blue_collar,married,primary,sms,14,217.06,0
960,44,14162,student,single,tertiary,sms,20,54.58,0
961,26,14433,white_collar,single,secondary,email,28,138.99,0
962,43,4007,student,married,tertiary,phone,21,191.95,0
963,64,907,white_collar,married,primary,email,23,427.41,0
964,39,14131,blue_collar,married,secondary,email,11,398.35,0
965,64,4927,student,divorced,primary,sms,2,226.95,1
966,47,13799,student,divorced,primary,email,20,365.04,0
967,60,4624,white_collar,single,secondary,phone,24,288.64,1
968,65,15293,entrepreneur,married,primary,email,25,177.01,0
969,34,16323,white_collar,single,tertiary,sms,37,365.68,0
970,43,18768,entrepreneur,single,tertiary,phone,22,344.91,0
971,53,5413,white_collar,single,primary,sms,24,313.36,0
972,18,13698,blue_collar,single,tertiary,email,15,312.8,0
973,25,13158,student,single,primary,email,12,344.66,0
974,66,17241,white_collar,married,tertiary,email,46,198.43,0
975,52,4987,blue_collar,divorced,primary,sms,31,435.85,0
976,69,3954,white_collar,married,tertiary,email,43,89.53,0
977,32,12558,student,married,secondary,phone,31,443.1,0
978,64,14636,white_collar,married,secondary,phone,30,177.72,0
979,39,3658,entrepreneur,divorced,tertiary,sms,41,71.27,0
980,31,9872,student,divorced,primary,sms,20,304.01,0
981,43,17445,entrepreneur,divorced,tertiary,sms,8,194.23,0
982,45,3675,blue_collar,married,primary,email,44,409.59,0
983,40,2518,blue_collar,divorced,tertiary,phone,30,221.08,0
984,31,4298,white_collar,single,tertiary,phone,35,337.6,1
985,41,1101,entrepreneur,divorced,secondary,phone,21,161.05,0
986,19,7219,entrepreneur,married,primary,sms,47,112.63,0
987,62,19329,student,married,primary,sms,40,200.14,0
988,43,9773,entrepreneur,single,primary,email,28,307.34,0
989,31,5416,entrepreneur,divorced,primary,sms,39,331.9,0
990,68,16344,student,divorced,primary,phone,17,293.32,0
991,24,16906,student,single,secondary,email,12,494.15,0
992,20,11973,entrepreneur,married,tertiary,sms,18,348.63,0
993,64,4366,white_collar,married,primary,sms,47,466.44,0
994,40,7649,student,divorced,primary,phone,28,67.79,0
995,63,19194,student,divorced,tertiary,email,3,40.07,0
996,60,10689,entrepreneur,divorced,secondary,sms,15,162.39,0
997,64,1757,entrepreneur,divorced,secondary,sms,16,76.93,0
998,62,19025,student,divorced,secondary,email,22,267.68,0
999,35,6863,entrepreneur,married,tertiary,email,49,264.3,0
1000,55,19559,student,married,tertiary,sms,31,291.77,0
1001,52,3264,white_collar,married,secondary,sms,31,375.16,0
1002,68,18537,white_collar,married,secondary,phone,1,485.95,0
1003,32,8579,student,single,tertiary,email,11,440.35,0
1004,42,5837,student,married,secondary,sms,6,68.0,0
1005,54,19701,blue_collar,single,primary,sms,23,175.87,0
1006,45,17931,blue_collar,married,tertiary,sms,9,135.35,0
1007,27,6109,entrepreneur,divorced,secondary,sms,16,96.64,0
1008,56,17091,entrepreneur,divorced,primary,phone,38,276.92,0
1009,34,4652,student,divorced,tertiary,email,44,281.1,0
1010,56,18248,student,single,tertiary,sms,19,121.35,0
1011,39,9517,blue_collar,married,primary,email,45,358.83,0
1012,43,9321,blue_collar,married,tertiary,email,13,369.13,0
1013,61,2771,student,single,secondary,sms,32,20.28,1
1014,42,6619,white_collar,single,tertiary,sms,36,203.92,0
1015,34,4062,white_collar,single,secondary,sms,9,446.17,1
1016,30,12834,entrepreneur,single,primary,phone,46,264.96,0
1017,37,13222,student,single,primary,sms,46,180.34,0
1018,42,19661,student,divorced,tertiary,email,49,134.3,0
1019,21,3822,entrepreneur,married,primary,email,37,129.24,0
1020,27,5006,blue_collar,single,primary,phone,31,58.89,0
1021,20,7363,blue_collar,divorced,tertiary,sms,31,410.44,0
1022,58,13799,white_collar,single,secondary,sms,19,52.46,0
1023,62,11188,student,divorced,tertiary,phone,2,153.22,0
1024,35,908,blue_collar,single,tertiary,phone,45,32.38,1
1025,64,9270,white_collar,married,secondary,sms,32,392.88,0
1026,53,16360,white_collar,single,secondary,sms,43,29.25,0
1027,64,17209,white_collar,single,secondary,email,34,161.07,0
1028,39,10793,blue_collar,married,tertiary,sms,1,290.92,0
1029,51,7801,blue_collar,married,secondary,sms,21,210.69,0
1030,64,17700,student,single,primary,email,3,148.31,1
1031,25,18681,student,married,secondary,email,27,144.84,0
1032,57,14291,white_collar,married,primary,email,44,400.92,0
1033,66,19290,white_collar,divorced,secondary,email,7,487.25,0
1034,61,17456,blue_collar,married,primary,phone,33,180.54,0
1035,36,13804,blue_collar,married,primary,email,9,29.18,0
1036,59,2223,student,single,primary,phone,30,27.92,1
1037,58,11633,student,single,primary,email,18,382.01,0
1038,54,16708,entrepreneur,divorced,primary,email,26,280.66,0
1039,23,14548,student,single,secondary,email,20,393.96,0
1040,69,14686,blue_collar,married,tertiary,sms,38,351.77,0
1041,43,1914,white_collar,married,tertiary,phone,41,454.68,0
1042,51,13101,entrepreneur,married,tertiary,email,31,444.05,0
1043,62,17590,student,single,tertiary,sms,8,396.28,1
1044,23,16608,student,married,tertiary,phone,23,242.84,0
1045,54,19730,blue_collar,married,primary,phone,25,160.98,0
1046,50,13480,entrepreneur,divorced,secondary,sms,47,258.44,0
1047,39,15506,student,divorced,primary,phone,1,256.02,0
1048,38,3031,white_collar,divorced,secondary,sms,46,309.04,0
1049,23,13667,blue_collar,single,secondary,email,18,101.19,0
1050,23,14138,entrepreneur,married,secondary,sms,19,331.25,0
1051,65,12417,student,married,secondary,phone,42,233.73,0
1052,21,3071,student,married,tertiary,phone,6,313.9,1
1053,47,2117,entrepreneur,divorced,secondary,email,17,127.41,0
1054,28,2515,blue_collar,married,secondary,sms,46,222.85,0
1055,47,19580,entrepreneur,married,tertiary,email,45,113.0,0
1056,48,1709,entrepreneur,married,primary,sms,8,438.9,1
1057,41,817,blue_collar,married,primary,sms,42,249.1,0
1058,26,12762,student,married,primary,sms,9,120.24,0
1059,20,6882,white_collar,single,primary,email,37,30.19,0
1060,68,1148,blue_collar,married,secondary,email,27,341.11,0
1061,48,11718,white_collar,single,tertiary,phone,36,115.18,0
1062,57,8407,student,married,tertiary,email,6,494.9,0
1063,54,8005,entrepreneur,single,primary,sms,6,271.51,1
1064,53,10093,white_collar,married,tertiary,sms,45,151.6,0
1065,41,10438,student,married,secondary,sms,4,332.26,0
1066,48,5678,student,married,primary,email,22,144.86,0
1067,23,13934,entrepreneur,married,secondary,phone,40,411.93,0
1068,19,18104,entrepreneur,divorced,secondary,email,27,161.04,0
1069,37,6648,student,married,secondary,phone,37,494.24,0
1070,45,7481,student,single,secondary,email,2,306.52,1
1071,28,3041,white_collar,divorced,secondary,sms,9,423.76,1
1072,21,5795,student,divorced,primary,phone,11,45.68,0
1073,32,6501,student,married,secondary,email,20,180.67,0
1074,23,15279,white_collar,single,primary,sms,43,371.37,0
1075,66,14556,blue_collar,single,tertiary,phone,39,330.98,0
1076,47,13197,white_collar,divorced,secondary,phone,14,105.18,0
1077,55,6297,white_collar,single,secondary,sms,26,184.54,0
1078,68,5550,entrepreneur,married,tertiary,sms,38,139.09,0
1079,19,18037,white_collar,married,primary,email,30,310.55,0
1080,32,17496,student,married,secondary,email,36,178.84,0
1081,28,8478,student,married,tertiary,sms,38,161.44,0
1082,25,1981,student,married,tertiary,email,35,111.62,0
1083,43,6899,blue_collar,divorced,secondary,sms,6,210.42,0
1084,68,14697,student,married,primary,sms,3,105.8,0
1085,62,13775,blue_collar,married,primary,email,1,481.66,0
1086,61,4686,student,divorced,secondary,email,18,85.71,0
1087,22,8530,white_collar,divorced,tertiary,phone,23,457.52,0
1088,23,2445,entrepreneur,divorced,secondary,phone,32,219.95,0
1089,43,16559,student,single,primary,email,29,195.15,0
1090,21,9648,blue_collar,single,tertiary,email,23,123.35,0
1091,36,5977,blue_collar,married,secondary,email,36,321.52,0
1092,37,6885,entrepreneur,married,tertiary,phone,6,345.91,0
1093,50,15933,student,married,primary,email,17,239.11,0
1094,37,5022,white_collar,single,primary,phone,18,37.3,0
1095,66,18814,student,married,primary,phone,31,460.07,0
1096,29,4786,student,married,secondary,phone,6,490.36,1
1097,64,14507,entrepreneur,single,tertiary,phone,34,221.21,0
1098,18,18386,student,divorced,secondary,sms,44,310.69,0
1099,43,12305,white_collar,single,secondary,email,44,230.65,0
1100,31,13279,blue_collar,married,secondary,email,27,167.72,0
1101,55,18543,entrepreneur,single,secondary,sms,36,47.89,0
1102,54,16624,white_collar,divorced,tertiary,email,48,233.47,0
1103,28,18273,blue_collar,divorced,tertiary,phone,42,411.01,0
1104,53,116,entrepreneur,divorced,secondary,sms,25,18.35,0
1105,30,13474,entrepreneur,divorced,secondary,phone,10,295.23,0
1106,60,16948,blue_collar,divorced,primary,sms,39,441.58,0
1107,20,18311,blue_collar,divorced,primary,phone,46,116.6,0
1108,50,6056,white_collar,married,tertiary,email,39,99.8,0
1109,23,16573,student,married,primary,email,12,388.42,0
1110,67,4915,student,single,tertiary,email,11,134.99,1
1111,27,19335,student,married,tertiary,sms,49,104.07,0
1112,22,2943,student,divorced,tertiary,email,43,195.21,0
1113,40,16072,student,married,primary,sms,3,202.33,0
1114,27,17453,white_collar,single,primary,phone,22,438.31,0
1115,61,1194,entrepreneur,divorced,tertiary,email,4,313.04,1
1116,19,6224,white_collar,married,tertiary,phone,8,208.92,0
1117,30,19679,white_collar,married,secondary,email,14,271.85,0
1118,57,1504,white_collar,single,tertiary,phone,20,477.44,1
1119,19,4082,entrepreneur,divorced,tertiary,sms,24,65.48,0
1120,37,12615,white_collar,single,secondary,email,14,111.78,0
1121,18,15890,white_collar,divorced,tertiary,sms,28,481.64,0
1122,54,12305,entrepreneur,divorced,tertiary,sms,16,479.09,0
1123,26,12848,white_collar,married,tertiary,phone,32,96.81,0
1124,34,3192,student,single,secondary,email,47,81.1,1
1125,26,14071,blue_collar,single,primary,sms,12,216.33,0
1126,28,14716,white_collar,single,tertiary,phone,16,34.36,0
1127,32,5033,blue_collar,divorced,secondary,phone,19,330.9,0
1128,41,5026,white_collar,single,tertiary,phone,5,47.97,1
1129,55,4069,white_collar,divorced,secondary,email,12,38.43,0
1130,52,3065,student,single,tertiary,email,29,247.74,1
1131,47,4419,entrepreneur,single,secondary,phone,5,479.32,1
1132,48,9075,blue_collar,married,primary,email,42,219.13,0
1133,66,7208,entrepreneur,single,primary,phone,17,184.68,0
1134,22,9241,student,married,primary,email,47,499.0,0
1135,61,16528,student,married,tertiary,email,8,270.66,0
1136,67,1910,blue_collar,divorced,secondary,phone,40,193.87,0
1137,31,10373,entrepreneur,single,tertiary,phone,40,199.07,0
1138,28,9121,student,single,tertiary,email,30,105.53,0
1139,26,18393,white_collar,single,secondary,phone,10,260.99,0
1140,51,6464,white_collar,married,tertiary,phone,20,225.04,0
1141,29,2681,white_collar,single,secondary,phone,45,142.69,1
1142,52,791,entrepreneur,divorced,secondary,phone,16,88.66,0
1143,52,1031,white_collar,divorced,primary,email,41,162.51,0
1144,18,13228,white_collar,single,primary,sms,16,259.25,0
1145,57,14326,student,married,primary,email,42,38.58,0
1146,39,13961,student,divorced,secondary,phone,3,85.33,0
1147,46,15575,white_collar,divorced,primary,phone,23,474.35,0
1148,25,3506,white_collar,married,secondary,email,22,276.0,0
1149,28,8439,student,divorced,tertiary,phone,28,41.09,0
1150,58,17516,blue_collar,married,primary,email,46,349.61,0
1151,54,17795,entrepreneur,divorced,secondary,sms,45,40.28,0
1152,31,8679,entrepreneur,married,secondary,phone,36,372.05,0
1153,47,3221,student,divorced,secondary,sms,4,377.48,1
1154,52,18357,entrepreneur,single,secondary,sms,38,329.03,0
1155,38,16046,student,divorced,primary,phone,24,368.78,0
1156,54,3848,student,divorced,primary,phone,19,53.1,0
1157,22,377,student,single,primary,email,11,366.12,1
1158,36,18343,student,single,secondary,email,40,76.98,0
1159,31,11663,blue_collar,single,tertiary,phone,46,176.36,0
1160,43,6892,white_collar,single,secondary,email,40,471.95,0
1161,21,14018,white_collar,married,tertiary,sms,46,256.41,0
1162,42,10474,blue_collar,married,primary,sms,39,484.04,0
1163,62,4775,entrepreneur,divorced,secondary,phone,18,53.57,0
1164,59,1270,entrepreneur,divorced,secondary,email,12,244.0,0
1165,42,8781,white_collar,divorced,primary,phone,14,40.58,0
1166,35,10817,entrepreneur,married,secondary,sms,47,318.8,0
1167,57,12550,white_collar,divorced,tertiary,phone,18,48.57,0
1168,25,10780,white_collar,divorced,tertiary,phone,44,95.93,0
1169,56,10168,blue_collar,married,tertiary,phone,42,136.83,0
1170,57,2562,entrepreneur,divorced,secondary,phone,12,376.88,0
1171,31,13750,blue_collar,married,secondary,sms,40,90.34,0
1172,49,387,white_collar,married,tertiary,phone,27,424.85,0
1173,68,18391,white_collar,single,secondary,phone,6,74.63,1
1174,55,1261,white_collar,single,tertiary,email,24,27.27,1
1175,50,16613,student,married,primary,phone,33,203.57,0
1176,40,2463,student,married,tertiary,email,45,489.93,0
1177,32,6083,student,single,primary,phone,16,64.07,0
1178,50,16627,blue_collar,divorced,primary,email,12,59.84,0
1179,42,8307,white_collar,divorced,primary,phone,31,378.07,0
1180,34,14858,entrepreneur,divorced,tertiary,email,37,162.96,0
1181,50,344,blue_collar,married,tertiary,phone,13,361.47,0
1182,64,17410,blue_collar,single,secondary,phone,8,108.01,1
1183,19,3278,blue_collar,divorced,secondary,email,38,235.44,0
1184,31,2276,entrepreneur,single,primary,phone,3,139.99,1
1185,57,5102,white_collar,single,tertiary,phone,20,231.25,0
1186,57,986,student,married,secondary,phone,4,386.86,1
1187,68,19882,white_collar,divorced,secondary,phone,44,383.38,0
1188,56,13821,white_collar,single,secondary,sms,45,262.73,0
1189,68,12242,blue_collar,married,tertiary,phone,2,464.9,0
1190,23,2754,blue_collar,married,secondary,sms,36,139.25,0
1191,23,12084,blue_collar,married,primary,sms,23,127.75,0
1192,20,17855,student,divorced,tertiary,phone,45,310.77,0
1193,24,7235,student,divorced,secondary,email,19,314.44,0
1194,68,420,student,married,secondary,email,40,32.8,0
1195,25,4754,white_collar,divorced,tertiary,phone,8,307.81,1
1196,59,16231,blue_collar,divorced,secondary,sms,16,193.47,0
1197,69,10870,entrepreneur,single,secondary,email,43,376.25,0
1198,32,6653,white_collar,married,primary,phone,18,405.97,0
1199,64,11659,student,married,tertiary,phone,36,280.56,0
1200,46,9109,entrepreneur,divorced,secondary,sms,24,10.84,0
1201,50,13582,entrepreneur,married,tertiary,email,1,321.82,0
1202,69,7598,blue_collar,married,tertiary,phone,1,376.95,0
1203,47,6736,entrepreneur,married,primary,email,46,132.0,0
1204,56,7462,student,divorced,primary,phone,36,237.68,0
1205,44,16495,blue_collar,divorced,tertiary,phone,11,483.21,0
1206,53,16678,entrepreneur,divorced,primary,phone,18,156.08,0
1207,46,2637,blue_collar,single,primary,sms,16,119.35,1
1208,55,19326,entrepreneur,married,secondary,sms,17,113.32,0
1209,50,15316,white_collar,single,primary,sms,24,283.81,0
1210,54,18713,white_collar,divorced,primary,email,34,475.4,0
1211,44,3109,student,single,secondary,sms,4,308.26,1
1212,50,14309,white_collar,married,secondary,sms,35,158.63,0
1213,21,15775,white_collar,married,tertiary,email,15,322.9,0
1214,39,15129,white_collar,divorced,primary,email,2,316.17,0
1215,19,2177,entrepreneur,divorced,secondary,email,31,302.49,0
1216,27,14007,entrepreneur,single,primary,email,9,88.12,1
1217,22,3967,blue_collar,divorced,tertiary,sms,10,320.94,0
1218,27,16252,entrepreneur,single,primary,sms,25,220.78,0
1219,50,4973,white_collar,married,primary,email,5,19.11,1
1220,55,8735,entrepreneur,married,primary,sms,14,274.48,0
1221,30,397,student,married,secondary,phone,42,494.74,0
1222,48,13195,blue_collar,married,secondary,sms,48,181.37,0
1223,64,9136,blue_collar,married,tertiary,phone,38,483.12,0
1224,53,1115,entrepreneur,single,primary,email,40,57.14,1
1225,62,1484,white_collar,married,tertiary,email,2,368.9,1
1226,41,8845,blue_collar,single,tertiary,sms,18,66.02,0
1227,69,18834,student,married,secondary,email,29,144.05,0
1228,32,17753,student,single,primary,sms,20,289.71,0
1229,46,1360,blue_collar,single,primary,sms,8,300.46,1
1230,25,7801,white_collar,single,tertiary,sms,37,389.85,0
1231,22,10501,white_collar,divorced,primary,sms,49,311.5,0
1232,46,15619,entrepreneur,single,secondary,phone,48,300.87,0
1233,64,11964,entrepreneur,single,tertiary,phone,26,457.05,0
1234,21,15781,blue_collar,married,tertiary,email,37,231.56,0
1235,29,5643,entrepreneur,single,secondary,phone,49,120.38,0
1236,62,18365,entrepreneur,single,secondary,email,4,89.28,1
1237,19,12588,entrepreneur,divorced,secondary,email,33,206.0,0
1238,44,10179,student,married,secondary,sms,22,359.25,0
1239,48,10844,entrepreneur,divorced,secondary,sms,6,30.85,0
1240,68,3909,blue_collar,divorced,secondary,sms,33,73.24,0
1241,68,7306,white_collar,divorced,tertiary,sms,28,62.0,0
1242,53,13846,entrepreneur,single,primary,sms,24,296.77,0
1243,53,16095,white_collar,divorced,primary,sms,4,129.0,0
1244,43,16135,entrepreneur,divorced,tertiary,phone,2,91.47,0
1245,60,11771,blue_collar,married,primary,email,13,300.46,0
1246,44,13310,student,married,primary,email,46,383.04,0
1247,22,17893,blue_collar,married,tertiary,sms,49,172.76,0
1248,37,5297,student,married,primary,phone,11,293.32,0
1249,28,15653,entrepreneur,divorced,primary,sms,35,58.08,0
1250,27,7552,entrepreneur,married,tertiary,phone,39,468.24,0
1251,57,8818,student,single,primary,phone,10,175.08,0
1252,55,14959,blue_collar,divorced,secondary,email,43,498.78,0
1253,23,2272,blue_collar,married,tertiary,email,10,489.51,0
1254,25,13258,student,divorced,primary,phone,8,391.62,0
1255,40,16763,entrepreneur,married,primary,email,5,19.83,0
1256,64,19153,student,divorced,secondary,phone,23,276.3,0
1257,43,11185,entrepreneur,married,tertiary,phone,34,52.55,0
1258,63,4081,student,single,tertiary,phone,47,448.62,1
1259,60,5347,entrepreneur,married,primary,email,32,396.92,0
1260,29,10653,student,divorced,secondary,sms,16,486.45,0
1261,43,6235,white_collar,divorced,secondary,email,4,308.11,0
1262,30,5673,entrepreneur,single,secondary,sms,28,265.86,0
1263,57,13831,blue_collar,divorced,secondary,email,48,264.3,0
1264,35,7289,student,single,secondary,email,44,199.36,0
1265,42,14641,blue_collar,divorced,secondary,sms,14,239.66,0
1266,50,10978,student,divorced,tertiary,phone,12,321.35,0
1267,64,11187,blue_collar,single,primary,sms,21,467.14,0
1268,57,13767,blue_collar,divorced,primary,phone,48,301.98,0
1269,60,2876,student,divorced,secondary,phone,16,429.99,0
1270,29,9411,student,single,tertiary,email,44,432.76,0
1271,61,7797,blue_collar,married,tertiary,email,2,264.23,0
1272,53,14729,blue_collar,single,secondary,email,23,180.26,0
1273,65,8486,blue_collar,divorced,primary,email,29,323.39,0
1274,21,17146,entrepreneur,married,secondary,email,46,228.48,0
1275,22,8144,entrepreneur,married,tertiary,sms,43,49.91,0
1276,54,9715,white_collar,married,secondary,sms,9,195.13,0
1277,25,15134,entrepreneur,single,primary,sms,7,497.1,1
1278,59,5160,entrepreneur,married,primary,sms,29,33.77,0
1279,66,11000,student,married,tertiary,email,44,351.37,0
1280,45,5681,white_collar,married,secondary,sms,17,422.18,0
1281,48,2114,white_collar,divorced,secondary,sms,9,327.88,1
1282,26,13097,entrepreneur,single,tertiary,phone,6,289.18,1
1283,68,10735,student,single,secondary,email,44,356.7,0
1284,46,13748,student,divorced,tertiary,sms,20,220.38,0
1285,31,7248,white_collar,married,secondary,sms,10,54.77,0
1286,57,18848,student,divorced,primary,sms,9,481.56,0
1287,58,14122,blue_collar,divorced,tertiary,email,12,221.83,0
1288,39,6019,entrepreneur,married,secondary,sms,33,336.04,0
1289,28,15986,blue_collar,married,secondary,phone,32,270.34,0
1290,40,6738,white_collar,single,secondary,email,34,36.79,0
1291,18,4751,white_collar,married,tertiary,phone,19,476.85,0
1292,63,709,student,divorced,primary,email,33,398.34,0
1293,54,8040,student,divorced,secondary,sms,48,83.06,0
1294,38,10448,white_collar,married,tertiary,email,16,491.01,0
1295,43,3966,white_collar,single,secondary,email,23,371.08,1
1296,63,16855,blue_collar,divorced,primary,email,26,241.44,0
1297,53,17099,blue_collar,married,primary,phone,45,309.57,0
1298,40,2353,student,single,primary,email,44,62.3,1
1299,18,5042,blue_collar,single,tertiary,sms,41,284.6,0
1300,68,12430,student,divorced,secondary,email,37,46.09,0
1301,57,964,student,divorced,tertiary,email,9,276.98,1
1302,32,1368,entrepreneur,single,secondary,sms,30,280.82,1
1303,38,7554,student,single,tertiary,sms,13,438.48,0
1304,64,13766,blue_collar,single,secondary,phone,48,365.28,0
1305,26,12470,white_collar,married,tertiary,sms,42,132.28,0
1306,26,5329,white_collar,divorced,secondary,sms,16,445.33,0
1307,27,16409,blue_collar,single,tertiary,sms,46,290.89,0
1308,69,18721,white_collar,divorced,primary,email,2,307.13,0
1309,43,4154,student,divorced,tertiary,phone,31,92.8,0
1310,58,1035,white_collar,divorced,primary,sms,43,430.31,0
1311,52,12272,blue_collar,single,primary,sms,19,466.17,0
1312,69,10630,white_collar,married,secondary,sms,11,389.75,0
1313,42,15660,student,single,primary,email,14,470.97,0
1314,43,16256,student,divorced,primary,email,47,158.13,0
1315,28,16809,blue_collar,single,secondary,phone,25,431.95,0
1316,55,9826,blue_collar,single,tertiary,phone,7,249.56,1
1317,19,7874,blue_collar,divorced,tertiary,email,15,90.32,0
1318,24,2085,entrepreneur,divorced,primary,sms,30,337.71,0
1319,35,14352,entrepreneur,single,tertiary,sms,31,345.22,0
1320,44,4703,student,single,primary,phone,24,150.59,1
1321,51,19262,entrepreneur,single,tertiary,sms,25,23.47,0
